datetime,pilEAUte-Pilote reactor 4-AIT_241-DO-kg/m3,
2019-12-10 03:30:08,0.0005328617,
2019-12-10 03:31:08,0.0009706459,
2019-12-10 03:32:08,0.0015758572,
2019-12-10 03:33:08,0.0019442139,
2019-12-10 03:34:08,0.0022770157,
2019-12-10 03:35:08,0.0024506149,
2019-12-10 03:36:08,0.0024479752,
2019-12-10 03:37:08,0.0023359146,
2019-12-10 03:38:08,0.0021644306,
2019-12-10 03:39:08,0.0019439163,
2019-12-10 03:40:08,0.001832983,
2019-12-10 03:41:08,0.0017808132,
2019-12-10 03:42:08,0.0018086281,
2019-12-10 03:43:08,0.0018164349,
2019-12-10 03:44:08,0.0019167061,
2019-12-10 03:45:08,0.0019908733,
2019-12-10 03:46:08,0.0020786285,
2019-12-10 03:47:08,0.0021285954,
2019-12-10 03:48:08,0.0021599064,
2019-12-10 03:49:08,0.0020901508,
2019-12-10 03:50:08,0.0020876751,
2019-12-10 03:51:08,0.0018781376,
2019-12-10 03:52:08,0.001568634,
2019-12-10 03:53:08,0.0011051407,
2019-12-10 03:54:08,0.0007985954,
2019-12-10 03:55:08,0.0005707664,
2019-12-10 03:56:08,0.0003507366,
2019-12-10 03:57:08,0.0002531853,
2019-12-10 03:58:08,0.0001837177,
2019-12-10 03:59:08,0.0001498489,
2019-12-10 04:00:08,0.0003986855,
2019-12-10 04:01:08,0.000911808,
2019-12-10 04:02:08,0.0015784149,
2019-12-10 04:03:08,0.0019619675,
2019-12-10 04:04:08,0.0022931938,
2019-12-10 04:05:08,0.0025177631,
2019-12-10 04:06:08,0.002459877,
2019-12-10 04:07:08,0.0022994995,
2019-12-10 04:08:08,0.0020490398,
2019-12-10 04:09:08,0.0019431686,
2019-12-10 04:10:08,0.0018909836,
2019-12-10 04:11:08,0.0018135929,
2019-12-10 04:12:08,0.001808918,
2019-12-10 04:13:08,0.001846344,
2019-12-10 04:14:08,0.0018834572,
2019-12-10 04:15:08,0.0019580803,
2019-12-10 04:16:08,0.0020021534,
2019-12-10 04:17:08,0.0020481377,
2019-12-10 04:18:08,0.0021011124,
2019-12-10 04:19:08,0.0021432877,
2019-12-10 04:20:08,0.0021134624,
2019-12-10 04:21:08,0.0019639053,
2019-12-10 04:22:08,0.0016337471,
2019-12-10 04:23:08,0.001316185,
2019-12-10 04:24:08,0.0010286961,
2019-12-10 04:25:08,0.0007251263,
2019-12-10 04:26:08,0.0005625019,
2019-12-10 04:27:08,0.0004402218,
2019-12-10 04:28:08,0.0003254585,
2019-12-10 04:29:08,0.0002724113,
2019-12-10 04:30:08,0.0004257126,
2019-12-10 04:31:08,0.0010622673,
2019-12-10 04:32:08,0.0015397949,
2019-12-10 04:33:08,0.0019871407,
2019-12-10 04:34:08,0.0023375969,
2019-12-10 04:35:08,0.0025342178,
2019-12-10 04:36:08,0.0024824162,
2019-12-10 04:37:08,0.0022904911,
2019-12-10 04:38:08,0.0020741348,
2019-12-10 04:39:08,0.0019265175,
2019-12-10 04:40:08,0.0018354836,
2019-12-10 04:41:08,0.001834116,
2019-12-10 04:42:08,0.0018298378,
2019-12-10 04:43:08,0.0018509884,
2019-12-10 04:44:08,0.0019050274,
2019-12-10 04:45:08,0.0019993725,
2019-12-10 04:46:08,0.0020509281,
2019-12-10 04:47:08,0.0020822868,
2019-12-10 04:48:08,0.0020879555,
2019-12-10 04:49:08,0.0020533619,
2019-12-10 04:50:08,0.0018856449,
2019-12-10 04:51:08,0.0014925785,
2019-12-10 04:52:08,0.00113908,
2019-12-10 04:53:08,0.0008111153,
2019-12-10 04:54:08,0.0004943733,
2019-12-10 04:55:08,0.0003402023,
2019-12-10 04:56:08,0.0002549953,
2019-12-10 04:57:08,0.0001879692,
2019-12-10 04:58:08,0.0001298599,
2019-12-10 04:59:08,0.0000932961,
2019-12-10 05:00:08,0.0004059906,
2019-12-10 05:01:08,0.000941803,
2019-12-10 05:02:08,0.0014386635,
2019-12-10 05:03:08,0.0020850372,
2019-12-10 05:04:08,0.0023587456,
2019-12-10 05:05:08,0.002496769,
2019-12-10 05:06:08,0.0024580784,
2019-12-10 05:07:08,0.0023195572,
2019-12-10 05:08:08,0.0021429367,
2019-12-10 05:09:08,0.0019540596,
2019-12-10 05:10:08,0.0018167152,
2019-12-10 05:11:08,0.0016732063,
2019-12-10 05:12:08,0.0017089424,
2019-12-10 05:13:08,0.0017673626,
2019-12-10 05:14:08,0.0019373779,
2019-12-10 05:15:08,0.0020276566,
2019-12-10 05:16:08,0.002100769,
2019-12-10 05:17:08,0.0021108379,
2019-12-10 05:18:08,0.0021317387,
2019-12-10 05:19:08,0.0021349125,
2019-12-10 05:20:08,0.0019582272,
2019-12-10 05:21:08,0.0016634827,
2019-12-10 05:22:08,0.0012534943,
2019-12-10 05:23:08,0.0009615498,
2019-12-10 05:24:08,0.000710331,
2019-12-10 05:25:08,0.0004722576,
2019-12-10 05:26:08,0.000336565,
2019-12-10 05:27:08,0.000239397,
2019-12-10 05:28:08,0.0001649246,
2019-12-10 05:29:08,0.0001295815,
2019-12-10 05:30:08,0.0001075802,
2019-12-10 05:31:08,0.0004866924,
2019-12-10 05:32:08,0.0009911842,
2019-12-10 05:33:08,0.0014825478,
2019-12-10 05:34:08,0.0020411301,
2019-12-10 05:35:08,0.0023356876,
2019-12-10 05:36:08,0.0024657593,
2019-12-10 05:37:08,0.0024976883,
2019-12-10 05:38:08,0.0022992916,
2019-12-10 05:39:08,0.0021684589,
2019-12-10 05:40:08,0.0020514965,
2019-12-10 05:41:08,0.0019576778,
2019-12-10 05:42:08,0.0018540554,
2019-12-10 05:43:08,0.0017715683,
2019-12-10 05:44:08,0.0017244377,
2019-12-10 05:45:08,0.0017356033,
2019-12-10 05:46:08,0.0018758659,
2019-12-10 05:47:08,0.0018184853,
2019-12-10 05:48:08,0.0016211815,
2019-12-10 05:49:08,0.0012897148,
2019-12-10 05:50:08,0.0010355778,
2019-12-10 05:51:08,0.0007638226,
2019-12-10 05:52:08,0.0004929981,
2019-12-10 05:53:08,0.0003387432,
2019-12-10 05:54:08,0.0002473259,
2019-12-10 05:55:08,0.0001634197,
2019-12-10 05:56:08,0.0001323471,
2019-12-10 05:57:08,0.0001100903,
2019-12-10 05:58:08,0.0001014938,
2019-12-10 05:59:08,0.000092207,
2019-12-10 06:00:08,0.000083662,
2019-12-10 06:01:08,0.0004190063,
2019-12-10 06:02:08,0.0008866043,
2019-12-10 06:03:08,0.0015943832,
2019-12-10 06:04:08,0.0020493412,
2019-12-10 06:05:08,0.0023797588,
2019-12-10 06:06:08,0.0025733643,
2019-12-10 06:07:08,0.0026297894,
2019-12-10 06:08:08,0.0024033146,
2019-12-10 06:09:08,0.0019896774,
2019-12-10 06:10:08,0.0018203564,
2019-12-10 06:11:08,0.0017618713,
2019-12-10 06:12:08,0.0016995258,
2019-12-10 06:13:08,0.0017564335,
2019-12-10 06:14:08,0.0018105583,
2019-12-10 06:15:08,0.001957901,
2019-12-10 06:16:08,0.0020969696,
2019-12-10 06:17:08,0.0021548805,
2019-12-10 06:18:08,0.0020598774,
2019-12-10 06:19:08,0.0018259277,
2019-12-10 06:20:08,0.0013852024,
2019-12-10 06:21:08,0.0010497265,
2019-12-10 06:22:08,0.0007881222,
2019-12-10 06:23:08,0.000526226,
2019-12-10 06:24:08,0.0003951492,
2019-12-10 06:25:08,0.0003086662,
2019-12-10 06:26:08,0.0002308273,
2019-12-10 06:27:08,0.0001911697,
2019-12-10 06:28:08,0.00016399,
2019-12-10 06:29:08,0.0001408119,
2019-12-10 06:30:08,0.0001296349,
2019-12-10 06:31:08,0.0004035149,
2019-12-10 06:32:08,0.0010514565,
2019-12-10 06:33:08,0.0015751152,
2019-12-10 06:34:08,0.0019507885,
2019-12-10 06:35:08,0.0023992558,
2019-12-10 06:36:08,0.0026331081,
2019-12-10 06:37:08,0.002712471,
2019-12-10 06:38:08,0.0024595375,
2019-12-10 06:39:08,0.0022007828,
2019-12-10 06:40:08,0.0019077396,
2019-12-10 06:41:08,0.0016812477,
2019-12-10 06:42:08,0.0016060696,
2019-12-10 06:43:08,0.0016391907,
2019-12-10 06:44:08,0.0017919235,
2019-12-10 06:45:08,0.0019194775,
2019-12-10 06:46:08,0.0020614395,
2019-12-10 06:47:08,0.0022463627,
2019-12-10 06:48:08,0.0022615299,
2019-12-10 06:49:08,0.0020478611,
2019-12-10 06:50:08,0.0017579727,
2019-12-10 06:51:08,0.001404211,
2019-12-10 06:52:08,0.0009240952,
2019-12-10 06:53:08,0.0006380272,
2019-12-10 06:54:08,0.0004291058,
2019-12-10 06:55:08,0.0003120537,
2019-12-10 06:56:08,0.0002676907,
2019-12-10 06:57:08,0.0002251759,
2019-12-10 06:58:08,0.000215744,
2019-12-10 06:59:08,0.0002148724,
2019-12-10 07:00:08,0.0002068138,
2019-12-10 07:01:08,0.0004835224,
2019-12-10 07:02:08,0.0009787292,
2019-12-10 07:03:08,0.001525034,
2019-12-10 07:04:08,0.0020903149,
2019-12-10 07:05:08,0.0023779106,
2019-12-10 07:06:08,0.0025148487,
2019-12-10 07:07:08,0.0025101967,
2019-12-10 07:08:08,0.0024389915,
2019-12-10 07:09:08,0.0021196709,
2019-12-10 07:10:08,0.0019046993,
2019-12-10 07:11:08,0.0018290558,
2019-12-10 07:12:08,0.0017742996,
2019-12-10 07:13:08,0.0018190994,
2019-12-10 07:14:08,0.0018247681,
2019-12-10 07:15:08,0.0018940277,
2019-12-10 07:16:08,0.0019613113,
2019-12-10 07:17:08,0.0020308247,
2019-12-10 07:18:08,0.0020738106,
2019-12-10 07:19:08,0.0021564255,
2019-12-10 07:20:08,0.002135561,
2019-12-10 07:21:08,0.0021401253,
2019-12-10 07:22:08,0.0021775703,
2019-12-10 07:23:08,0.0020044823,
2019-12-10 07:24:08,0.0016276016,
2019-12-10 07:25:08,0.0013256245,
2019-12-10 07:26:08,0.0010926189,
2019-12-10 07:27:08,0.0007741795,
2019-12-10 07:28:08,0.0006012058,
2019-12-10 07:29:08,0.0004940643,
2019-12-10 07:30:08,0.0003285637,
2019-12-10 07:31:08,0.0002269287,
2019-12-10 07:32:08,0.0004625511,
2019-12-10 07:33:08,0.0011275311,
2019-12-10 07:34:08,0.0016305084,
2019-12-10 07:35:08,0.0020805836,
2019-12-10 07:36:08,0.0024898796,
2019-12-10 07:37:08,0.0026366425,
2019-12-10 07:38:08,0.0025986958,
2019-12-10 07:39:08,0.0023778019,
2019-12-10 07:40:08,0.0020906658,
2019-12-10 07:41:08,0.0018139877,
2019-12-10 07:42:08,0.0017124615,
2019-12-10 07:43:08,0.0016987038,
2019-12-10 07:44:08,0.0017397308,
2019-12-10 07:45:08,0.0018475571,
2019-12-10 07:46:08,0.0020065136,
2019-12-10 07:47:08,0.0022404366,
2019-12-10 07:48:08,0.0022352448,
2019-12-10 07:49:08,0.0021980572,
2019-12-10 07:50:08,0.0021621723,
2019-12-10 07:51:08,0.0021707401,
2019-12-10 07:52:08,0.002084362,
2019-12-10 07:53:08,0.0019546394,
2019-12-10 07:54:08,0.0019094772,
2019-12-10 07:55:08,0.0017257938,
2019-12-10 07:56:08,0.0015473671,
2019-12-10 07:57:08,0.001373045,
2019-12-10 07:58:08,0.0011438866,
2019-12-10 07:59:08,0.0009421616,
2019-12-10 08:00:08,0.0007255135,
2019-12-10 08:01:08,0.0005089703,
2019-12-10 08:02:08,0.0003857346,
2019-12-10 08:03:08,0.0003023949,
2019-12-10 08:04:08,0.0002252998,
2019-12-10 08:05:08,0.0004338989,
2019-12-10 08:06:08,0.0009376945,
2019-12-10 08:07:08,0.0016846828,
2019-12-10 08:08:08,0.0021201687,
2019-12-10 08:09:08,0.0024430523,
2019-12-10 08:10:08,0.0026049213,
2019-12-10 08:11:08,0.0025352001,
2019-12-10 08:12:08,0.0023693047,
2019-12-10 08:13:08,0.0020475407,
2019-12-10 08:14:08,0.0018789673,
2019-12-10 08:15:08,0.0018320408,
2019-12-10 08:16:08,0.0017937908,
2019-12-10 08:17:08,0.0018417702,
2019-12-10 08:18:08,0.0019071579,
2019-12-10 08:19:08,0.0019973679,
2019-12-10 08:20:08,0.0020289402,
2019-12-10 08:21:08,0.0020795021,
2019-12-10 08:22:08,0.0020615311,
2019-12-10 08:23:08,0.0020773926,
2019-12-10 08:24:08,0.0020304737,
2019-12-10 08:25:08,0.0020049438,
2019-12-10 08:26:08,0.0019065113,
2019-12-10 08:27:08,0.0018188229,
2019-12-10 08:28:08,0.0016126881,
2019-12-10 08:29:08,0.0013780823,
2019-12-10 08:30:08,0.0011183281,
2019-12-10 08:31:08,0.0008731842,
2019-12-10 08:32:08,0.0007592411,
2019-12-10 08:33:08,0.0006696758,
2019-12-10 08:34:08,0.0006025753,
2019-12-10 08:35:08,0.0007185841,
2019-12-10 08:36:08,0.0011214638,
2019-12-10 08:37:08,0.0017093658,
2019-12-10 08:38:08,0.0022391644,
2019-12-10 08:39:08,0.0025043888,
2019-12-10 08:40:08,0.0026497631,
2019-12-10 08:41:08,0.0025484123,
2019-12-10 08:42:08,0.0023835716,
2019-12-10 08:43:08,0.002048933,
2019-12-10 08:44:08,0.0019461498,
2019-12-10 08:45:08,0.0018681126,
2019-12-10 08:46:08,0.0018305416,
2019-12-10 08:47:08,0.0018356609,
2019-12-10 08:48:08,0.0018770905,
2019-12-10 08:49:08,0.001960762,
2019-12-10 08:50:08,0.0019896679,
2019-12-10 08:51:08,0.0020898342,
2019-12-10 08:52:08,0.0021127911,
2019-12-10 08:53:08,0.0020810528,
2019-12-10 08:54:08,0.0020908451,
2019-12-10 08:55:08,0.0020702934,
2019-12-10 08:56:08,0.0019009762,
2019-12-10 08:57:08,0.0015963726,
2019-12-10 08:58:08,0.0013756409,
2019-12-10 08:59:08,0.0011741238,
2019-12-10 09:00:08,0.0008725147,
2019-12-10 09:01:08,0.0007097454,
2019-12-10 09:02:08,0.0005580902,
2019-12-10 09:03:08,0.0004083347,
2019-12-10 09:04:08,0.0003063526,
2019-12-10 09:05:08,0.0002190647,
2019-12-10 09:06:08,0.0005505314,
2019-12-10 09:07:08,0.0009952831,
2019-12-10 09:08:08,0.0015865288,
2019-12-10 09:09:08,0.0022235355,
2019-12-10 09:10:08,0.0025529804,
2019-12-10 09:11:08,0.0027538109,
2019-12-10 09:12:08,0.002649622,
2019-12-10 09:13:08,0.002370697,
2019-12-10 09:14:08,0.0022266598,
2019-12-10 09:15:08,0.0020344353,
2019-12-10 09:16:08,0.0019587021,
2019-12-10 09:17:08,0.00183535,
2019-12-10 09:18:08,0.0017536907,
2019-12-10 09:19:08,0.0017853699,
2019-12-10 09:20:08,0.0019056435,
2019-12-10 09:21:08,0.0020176125,
2019-12-10 09:22:08,0.0021027679,
2019-12-10 09:23:08,0.0020893574,
2019-12-10 09:24:08,0.0020819321,
2019-12-10 09:25:08,0.0020953655,
2019-12-10 09:26:08,0.0021393776,
2019-12-10 09:27:08,0.0020411129,
2019-12-10 09:28:08,0.0019945412,
2019-12-10 09:29:08,0.0020270653,
2019-12-10 09:30:08,0.0020450001,
2019-12-10 09:31:08,0.0019826508,
2019-12-10 09:32:08,0.0018997974,
2019-12-10 09:33:08,0.0017994328,
2019-12-10 09:34:08,0.0016287613,
2019-12-10 09:35:08,0.0014082794,
2019-12-10 09:36:08,0.001167572,
2019-12-10 09:37:08,0.0010306244,
2019-12-10 09:38:08,0.0009288063,
2019-12-10 09:39:08,0.0008516045,
2019-12-10 09:40:08,0.0011699314,
2019-12-10 09:41:08,0.0016226959,
2019-12-10 09:42:08,0.0022475357,
2019-12-10 09:43:08,0.0025767155,
2019-12-10 09:44:08,0.002750351,
2019-12-10 09:45:08,0.0027527142,
2019-12-10 09:46:08,0.002563776,
2019-12-10 09:47:08,0.0023338776,
2019-12-10 09:48:08,0.0020516911,
2019-12-10 09:49:08,0.0019655495,
2019-12-10 09:50:08,0.0018709698,
2019-12-10 09:51:08,0.0018289089,
2019-12-10 09:52:08,0.0018801689,
2019-12-10 09:53:08,0.001925005,
2019-12-10 09:54:08,0.0019544792,
2019-12-10 09:55:08,0.0020493793,
2019-12-10 09:56:08,0.0021462955,
2019-12-10 09:57:08,0.0022281933,
2019-12-10 09:58:08,0.0021718502,
2019-12-10 09:59:08,0.0020048828,
2019-12-10 10:00:08,0.001730732,
2019-12-10 10:01:08,0.0015147686,
2019-12-10 10:02:08,0.0013215771,
2019-12-10 10:03:08,0.0011225529,
2019-12-10 10:04:08,0.0009793854,
2019-12-10 10:05:08,0.0008218212,
2019-12-10 10:06:08,0.0005625629,
2019-12-10 10:07:08,0.0004279022,
2019-12-10 10:08:08,0.000339365,
2019-12-10 10:09:08,0.0005562935,
2019-12-10 10:10:08,0.0010699825,
2019-12-10 10:11:08,0.0016045799,
2019-12-10 10:12:08,0.0022403107,
2019-12-10 10:13:08,0.0025846024,
2019-12-10 10:14:08,0.0027747898,
2019-12-10 10:15:08,0.0026408596,
2019-12-10 10:16:08,0.0023244324,
2019-12-10 10:17:08,0.0021181393,
2019-12-10 10:18:08,0.0021453609,
2019-12-10 10:19:08,0.0020707169,
2019-12-10 10:20:08,0.0019713764,
2019-12-10 10:21:08,0.0018835125,
2019-12-10 10:22:08,0.001876833,
2019-12-10 10:23:08,0.0018915939,
2019-12-10 10:24:08,0.0019562664,
2019-12-10 10:25:08,0.0020248222,
2019-12-10 10:26:08,0.0021093674,
2019-12-10 10:27:08,0.0020700302,
2019-12-10 10:28:08,0.0020155754,
2019-12-10 10:29:08,0.001945118,
2019-12-10 10:30:08,0.0018825798,
2019-12-10 10:31:08,0.0018186817,
2019-12-10 10:32:08,0.0016948605,
2019-12-10 10:33:08,0.0014857426,
2019-12-10 10:34:08,0.0013407955,
2019-12-10 10:35:08,0.0012239208,
2019-12-10 10:36:08,0.0010973816,
2019-12-10 10:37:08,0.001002533,
2019-12-10 10:38:08,0.0009014301,
2019-12-10 10:39:08,0.0008474483,
2019-12-10 10:40:08,0.0011903324,
2019-12-10 10:41:08,0.0016781101,
2019-12-10 10:42:08,0.0022736931,
2019-12-10 10:43:08,0.0025644875,
2019-12-10 10:44:08,0.0028193245,
2019-12-10 10:45:08,0.0027729263,
2019-12-10 10:46:08,0.0025178318,
2019-12-10 10:47:08,0.0021563187,
2019-12-10 10:48:08,0.0021524887,
2019-12-10 10:49:08,0.0021470966,
2019-12-10 10:50:08,0.002151619,
2019-12-10 10:51:08,0.0019813309,
2019-12-10 10:52:08,0.001849575,
2019-12-10 10:53:08,0.0017811775,
2019-12-10 10:54:08,0.0017788239,
2019-12-10 10:55:08,0.0019059372,
2019-12-10 10:56:08,0.0019803886,
2019-12-10 10:57:08,0.0020676098,
2019-12-10 10:58:08,0.0021747017,
2019-12-10 10:59:08,0.0022376995,
2019-12-10 11:00:08,0.0020935764,
2019-12-10 11:01:08,0.0018282146,
2019-12-10 11:02:08,0.0016082535,
2019-12-10 11:03:08,0.0013522682,
2019-12-10 11:04:08,0.0012329693,
2019-12-10 11:05:08,0.0011482353,
