datetime,pilEAUte-Pilote reactor 4-AIT_241-DO-kg/m3,
2019-12-10 11:06:08,0.0009991341,
2019-12-10 11:07:08,0.0008568115,
2019-12-10 11:08:08,0.0007209663,
2019-12-10 11:09:08,0.0005560322,
2019-12-10 11:10:08,0.0006228046,
2019-12-10 11:11:08,0.0010204105,
2019-12-10 11:12:08,0.0017374706,
2019-12-10 11:13:08,0.0022060089,
2019-12-10 11:14:08,0.0026925144,
2019-12-10 11:15:08,0.0027777691,
2019-12-10 11:16:08,0.0026820164,
2019-12-10 11:17:08,0.0023223152,
2019-12-10 11:18:08,0.002084837,
2019-12-10 11:19:08,0.0020927372,
2019-12-10 11:20:08,0.002033989,
2019-12-10 11:21:08,0.0019307899,
2019-12-10 11:22:08,0.0018923893,
2019-12-10 11:23:08,0.0018929691,
2019-12-10 11:24:08,0.0019286747,
2019-12-10 11:25:08,0.001994812,
2019-12-10 11:26:08,0.002091013,
2019-12-10 11:27:08,0.0020588074,
2019-12-10 11:28:08,0.0020102959,
2019-12-10 11:29:08,0.001994194,
2019-12-10 11:30:08,0.001936039,
2019-12-10 11:31:08,0.0017786617,
2019-12-10 11:32:08,0.0014922771,
2019-12-10 11:33:08,0.0012385883,
2019-12-10 11:34:08,0.0010101604,
2019-12-10 11:35:08,0.0007389698,
2019-12-10 11:36:08,0.0005597305,
2019-12-10 11:37:08,0.0004223633,
2019-12-10 11:38:08,0.0002862568,
2019-12-10 11:39:08,0.0002154312,
2019-12-10 11:40:08,0.0004471951,
2019-12-10 11:41:08,0.0011878281,
2019-12-10 11:42:08,0.0016964626,
2019-12-10 11:43:08,0.002114666,
2019-12-10 11:44:08,0.0025989666,
2019-12-10 11:45:08,0.0027848759,
2019-12-10 11:46:08,0.0027096062,
2019-12-10 11:47:08,0.002500618,
2019-12-10 11:48:08,0.002202774,
2019-12-10 11:49:08,0.0020285149,
2019-12-10 11:50:08,0.001988575,
2019-12-10 11:51:08,0.0019741306,
2019-12-10 11:52:08,0.0018961773,
2019-12-10 11:53:08,0.001948658,
2019-12-10 11:54:08,0.0019644527,
2019-12-10 11:55:08,0.0020025272,
2019-12-10 11:56:08,0.0020246086,
2019-12-10 11:57:08,0.0020221596,
2019-12-10 11:58:08,0.002044981,
2019-12-10 11:59:08,0.0020652905,
2019-12-10 12:00:08,0.0020123272,
2019-12-10 12:01:08,0.0018112545,
2019-12-10 12:02:08,0.0016156311,
2019-12-10 12:03:08,0.0013074112,
2019-12-10 12:04:08,0.0011175308,
2019-12-10 12:05:08,0.0009499073,
2019-12-10 12:06:08,0.000745079,
2019-12-10 12:07:08,0.0006036072,
2019-12-10 12:08:08,0.0004805202,
2019-12-10 12:09:08,0.00035952,
2019-12-10 12:10:08,0.0005191383,
2019-12-10 12:11:08,0.0009776115,
2019-12-10 12:12:08,0.0017346287,
2019-12-10 12:13:08,0.0022819996,
2019-12-10 12:14:08,0.0025355949,
2019-12-10 12:15:08,0.0027027054,
2019-12-10 12:16:08,0.0026468277,
2019-12-10 12:17:08,0.0024201488,
2019-12-10 12:18:08,0.0020375729,
2019-12-10 12:19:08,0.0020849838,
2019-12-10 12:20:08,0.0020921612,
2019-12-10 12:21:08,0.0020154839,
2019-12-10 12:22:08,0.0019336224,
2019-12-10 12:23:08,0.0018831024,
2019-12-10 12:24:08,0.0019414158,
2019-12-10 12:25:08,0.0019653816,
2019-12-10 12:26:08,0.0019908485,
2019-12-10 12:27:08,0.0020223198,
2019-12-10 12:28:08,0.0020458965,
2019-12-10 12:29:08,0.002076786,
2019-12-10 12:30:08,0.0019397812,
2019-12-10 12:31:08,0.0019296627,
2019-12-10 12:32:08,0.0018959045,
2019-12-10 12:33:08,0.0018230476,
2019-12-10 12:34:08,0.0017783451,
2019-12-10 12:35:08,0.0017510986,
2019-12-10 12:36:08,0.0017327385,
2019-12-10 12:37:08,0.0016576805,
2019-12-10 12:38:08,0.0015186577,
2019-12-10 12:39:08,0.0012880764,
2019-12-10 12:40:08,0.0010339813,
2019-12-10 12:41:08,0.0010830917,
2019-12-10 12:42:08,0.001569416,
2019-12-10 12:43:08,0.0020197124,
2019-12-10 12:44:08,0.0025724316,
2019-12-10 12:45:08,0.0028754578,
2019-12-10 12:46:08,0.002909235,
2019-12-10 12:47:08,0.002609602,
2019-12-10 12:48:08,0.0024267502,
2019-12-10 12:49:08,0.0023077316,
2019-12-10 12:50:08,0.0021406002,
2019-12-10 12:51:08,0.001953701,
2019-12-10 12:52:08,0.0018401794,
2019-12-10 12:53:08,0.0018023872,
2019-12-10 12:54:08,0.0018177795,
2019-12-10 12:55:08,0.0018899269,
2019-12-10 12:56:08,0.0020150433,
2019-12-10 12:57:08,0.0020762558,
2019-12-10 12:58:08,0.002104641,
2019-12-10 12:59:08,0.002123457,
2019-12-10 13:00:08,0.0020519161,
2019-12-10 13:01:08,0.0018617725,
2019-12-10 13:02:08,0.0015890617,
2019-12-10 13:03:08,0.0013511238,
2019-12-10 13:04:08,0.0010868015,
2019-12-10 13:05:08,0.0007690353,
2019-12-10 13:06:08,0.0005866528,
2019-12-10 13:07:08,0.0004433594,
2019-12-10 13:08:08,0.0003088131,
2019-12-10 13:09:08,0.0002434444,
2019-12-10 13:10:08,0.0004791298,
2019-12-10 13:11:08,0.0011889038,
2019-12-10 13:12:08,0.0017350159,
2019-12-10 13:13:08,0.0022206173,
2019-12-10 13:14:08,0.0026484184,
2019-12-10 13:15:08,0.0027337208,
2019-12-10 13:16:08,0.0026484833,
2019-12-10 13:17:08,0.0023091717,
2019-12-10 13:18:08,0.0019910812,
2019-12-10 13:19:08,0.0020746975,
2019-12-10 13:20:08,0.0021289425,
2019-12-10 13:21:08,0.0021285381,
2019-12-10 13:22:08,0.0020645599,
2019-12-10 13:23:08,0.0018863506,
2019-12-10 13:24:08,0.0018325882,
2019-12-10 13:25:08,0.001834631,
2019-12-10 13:26:08,0.0018355713,
2019-12-10 13:27:08,0.0018905067,
2019-12-10 13:28:08,0.0019805832,
2019-12-10 13:29:08,0.0020915813,
2019-12-10 13:30:08,0.0020806923,
2019-12-10 13:31:08,0.0019708881,
2019-12-10 13:32:08,0.0017430058,
2019-12-10 13:33:08,0.0015565796,
2019-12-10 13:34:08,0.0013898678,
2019-12-10 13:35:08,0.0011717548,
2019-12-10 13:36:08,0.0010201321,
2019-12-10 13:37:08,0.0008669262,
2019-12-10 13:38:08,0.0007104759,
2019-12-10 13:39:08,0.0006114197,
2019-12-10 13:40:08,0.000704895,
2019-12-10 13:41:08,0.0012545853,
2019-12-10 13:42:08,0.0017413692,
2019-12-10 13:43:08,0.0022432137,
2019-12-10 13:44:08,0.0026959114,
2019-12-10 13:45:08,0.002820816,
2019-12-10 13:46:08,0.0027888374,
2019-12-10 13:47:08,0.0024892426,
2019-12-10 13:48:08,0.0021885605,
2019-12-10 13:49:08,0.0020802269,
2019-12-10 13:50:08,0.0020955238,
2019-12-10 13:51:08,0.0020092163,
2019-12-10 13:52:08,0.0019380379,
2019-12-10 13:53:08,0.001964777,
2019-12-10 13:54:08,0.0019306068,
2019-12-10 13:55:08,0.0019612236,
2019-12-10 13:56:08,0.0020212402,
2019-12-10 13:57:08,0.0020178719,
2019-12-10 13:58:08,0.0020491562,
2019-12-10 13:59:08,0.0020502853,
2019-12-10 14:00:08,0.0019205971,
2019-12-10 14:01:08,0.0017185764,
2019-12-10 14:02:08,0.0014637184,
2019-12-10 14:03:08,0.0012637444,
2019-12-10 14:04:08,0.0010961399,
2019-12-10 14:05:08,0.0009103909,
2019-12-10 14:06:08,0.0008072186,
2019-12-10 14:07:08,0.000690773,
2019-12-10 14:08:08,0.0005687866,
2019-12-10 14:09:08,0.0004597321,
2019-12-10 14:10:08,0.000614563,
2019-12-10 14:11:08,0.001086628,
2019-12-10 14:12:08,0.0017858543,
2019-12-10 14:13:08,0.0022822952,
2019-12-10 14:14:08,0.0026397858,
2019-12-10 14:15:08,0.0027625885,
2019-12-10 14:16:08,0.0026509209,
2019-12-10 14:17:08,0.0023196087,
2019-12-10 14:18:08,0.0021665878,
2019-12-10 14:19:08,0.0022274513,
2019-12-10 14:20:08,0.0022009201,
2019-12-10 14:21:08,0.002006628,
2019-12-10 14:22:08,0.0018919582,
2019-12-10 14:23:08,0.0018116379,
2019-12-10 14:24:08,0.0018018627,
2019-12-10 14:25:08,0.0018371735,
2019-12-10 14:26:08,0.0018826885,
2019-12-10 14:27:08,0.0020204086,
2019-12-10 14:28:08,0.0021333714,
2019-12-10 14:29:08,0.002152277,
2019-12-10 14:30:08,0.0020709648,
2019-12-10 14:31:08,0.0018870354,
2019-12-10 14:32:08,0.0016257572,
2019-12-10 14:33:08,0.0014655876,
2019-12-10 14:34:08,0.0013368073,
2019-12-10 14:35:08,0.0011754856,
2019-12-10 14:36:08,0.0010506859,
2019-12-10 14:37:08,0.0009124222,
2019-12-10 14:38:08,0.0007205429,
2019-12-10 14:39:08,0.0005894756,
2019-12-10 14:40:08,0.00047192,
2019-12-10 14:41:08,0.0006322403,
2019-12-10 14:42:08,0.0011310444,
2019-12-10 14:43:08,0.0016114407,
2019-12-10 14:44:08,0.0022584782,
2019-12-10 14:45:08,0.0026452866,
2019-12-10 14:46:08,0.002816946,
2019-12-10 14:47:08,0.0026648903,
2019-12-10 14:48:08,0.002336607,
2019-12-10 14:49:08,0.0021542377,
2019-12-10 14:50:08,0.0021481781,
2019-12-10 14:51:08,0.0020993843,
2019-12-10 14:52:08,0.0019953861,
2019-12-10 14:53:08,0.0018763199,
2019-12-10 14:54:08,0.0018990517,
2019-12-10 14:55:08,0.0019038715,
2019-12-10 14:56:08,0.0019688473,
2019-12-10 14:57:08,0.0020100594,
2019-12-10 14:58:08,0.0019716778,
2019-12-10 14:59:08,0.0019806156,
2019-12-10 15:00:08,0.0020569916,
2019-12-10 15:01:08,0.0020883274,
2019-12-10 15:02:08,0.0020482025,
2019-12-10 15:03:08,0.0020008278,
2019-12-10 15:04:08,0.0021091995,
2019-12-10 15:05:08,0.0020104713,
2019-12-10 15:06:08,0.0017912178,
2019-12-10 15:07:08,0.0014918289,
2019-12-10 15:08:08,0.0013080883,
2019-12-10 15:09:08,0.0011721172,
2019-12-10 15:10:08,0.0010416145,
2019-12-10 15:11:08,0.0009686012,
2019-12-10 15:12:08,0.0008852692,
2019-12-10 15:13:08,0.0007105331,
2019-12-10 15:14:08,0.0005794411,
2019-12-10 15:15:08,0.0004137993,
2019-12-10 15:16:08,0.0005482483,
2019-12-10 15:17:08,0.0010353928,
2019-12-10 15:18:08,0.0017262993,
2019-12-10 15:19:08,0.0022407036,
2019-12-10 15:20:08,0.0026127777,
2019-12-10 15:21:08,0.0027790985,
2019-12-10 15:22:08,0.0026501694,
2019-12-10 15:23:08,0.0022874069,
2019-12-10 15:24:08,0.0021280022,
2019-12-10 15:25:08,0.0021799622,
2019-12-10 15:26:08,0.0021399975,
2019-12-10 15:27:08,0.002046484,
2019-12-10 15:28:08,0.0019443722,
2019-12-10 15:29:08,0.0018843422,
2019-12-10 15:30:08,0.0018844872,
2019-12-10 15:31:08,0.0018837643,
2019-12-10 15:32:08,0.0019694767,
2019-12-10 15:33:08,0.0020954018,
2019-12-10 15:34:08,0.0021233635,
2019-12-10 15:35:08,0.0021496677,
2019-12-10 15:36:08,0.0020388813,
2019-12-10 15:37:08,0.0018397369,
2019-12-10 15:38:08,0.0016152153,
2019-12-10 15:39:08,0.0013219604,
2019-12-10 15:40:08,0.0011449356,
2019-12-10 15:41:08,0.0009867134,
2019-12-10 15:42:08,0.0008009453,
2019-12-10 15:43:08,0.0006777325,
2019-12-10 15:44:08,0.0005726261,
2019-12-10 15:45:08,0.0004723396,
2019-12-10 15:46:08,0.0006065578,
2019-12-10 15:47:08,0.0010090828,
2019-12-10 15:48:08,0.0015642776,
2019-12-10 15:49:08,0.0022741871,
2019-12-10 15:50:08,0.0026006622,
2019-12-10 15:51:08,0.0027622261,
2019-12-10 15:52:08,0.0027086792,
2019-12-10 15:53:08,0.0022962418,
2019-12-10 15:54:08,0.0020337162,
2019-12-10 15:55:08,0.0022189579,
2019-12-10 15:56:08,0.0023096504,
2019-12-10 15:57:08,0.002081728,
2019-12-10 15:58:08,0.0018638248,
2019-12-10 15:59:08,0.0018076057,
2019-12-10 16:00:08,0.0017996254,
2019-12-10 16:01:08,0.0018484879,
2019-12-10 16:02:08,0.0019310894,
2019-12-10 16:03:08,0.0020171185,
2019-12-10 16:04:08,0.0020646267,
2019-12-10 16:05:08,0.0021001854,
2019-12-10 16:06:08,0.0021224976,
2019-12-10 16:07:08,0.002041872,
2019-12-10 16:08:08,0.0018812447,
2019-12-10 16:09:08,0.0017016296,
2019-12-10 16:10:08,0.0014239864,
2019-12-10 16:11:08,0.0012475834,
2019-12-10 16:12:08,0.0010839119,
2019-12-10 16:13:08,0.000963129,
2019-12-10 16:14:08,0.0007719383,
2019-12-10 16:15:08,0.0006242695,
2019-12-10 16:16:08,0.0005168438,
2019-12-10 16:17:08,0.0004125328,
2019-12-10 16:18:08,0.0005652752,
2019-12-10 16:19:08,0.0010389862,
2019-12-10 16:20:08,0.0017832985,
2019-12-10 16:21:08,0.0022333927,
2019-12-10 16:22:08,0.0025923653,
2019-12-10 16:23:08,0.0028481884,
2019-12-10 16:24:08,0.0027655945,
2019-12-10 16:25:08,0.0025537968,
2019-12-10 16:26:08,0.0021664066,
2019-12-10 16:27:08,0.0020633545,
2019-12-10 16:28:08,0.0020761013,
2019-12-10 16:29:08,0.001989954,
2019-12-10 16:30:08,0.0019335442,
2019-12-10 16:31:08,0.0018941936,
2019-12-10 16:32:08,0.0018564377,
2019-12-10 16:33:08,0.0018988762,
2019-12-10 16:34:08,0.0019715061,
2019-12-10 16:35:08,0.0020257053,
2019-12-10 16:36:08,0.0020919132,
2019-12-10 16:37:08,0.0020631275,
2019-12-10 16:38:08,0.0020650883,
2019-12-10 16:39:08,0.0020494061,
2019-12-10 16:40:08,0.0019524899,
2019-12-10 16:41:08,0.0018359413,
2019-12-10 16:42:08,0.0016944065,
2019-12-10 16:43:08,0.0015134258,
2019-12-10 16:44:08,0.0013768234,
2019-12-10 16:45:08,0.0012525272,
2019-12-10 16:46:08,0.0011029129,
2019-12-10 16:47:08,0.0009947529,
2019-12-10 16:48:08,0.000918581,
2019-12-10 16:49:08,0.0012357769,
2019-12-10 16:50:08,0.0016599751,
2019-12-10 16:51:08,0.0023139305,
2019-12-10 16:52:08,0.0027042999,
2019-12-10 16:53:08,0.0028628769,
2019-12-10 16:54:08,0.0028052826,
2019-12-10 16:55:08,0.0024996586,
2019-12-10 16:56:08,0.0020486202,
2019-12-10 16:57:08,0.0021403122,
2019-12-10 16:58:08,0.0022321472,
2019-12-10 16:59:08,0.0021429539,
2019-12-10 17:00:08,0.0020141888,
2019-12-10 17:01:08,0.0019772072,
2019-12-10 17:02:08,0.0018919754,
2019-12-10 17:03:08,0.0018716717,
2019-12-10 17:04:08,0.0018942108,
2019-12-10 17:05:08,0.0019508152,
2019-12-10 17:06:08,0.002002739,
2019-12-10 17:07:08,0.0020245647,
2019-12-10 17:08:08,0.002116333,
2019-12-10 17:09:08,0.002047905,
2019-12-10 17:10:08,0.0018461685,
2019-12-10 17:11:08,0.0015795212,
2019-12-10 17:12:08,0.0014124947,
2019-12-10 17:13:08,0.0012409172,
2019-12-10 17:14:08,0.0011336441,
2019-12-10 17:15:08,0.0010413628,
2019-12-10 17:16:08,0.0008923931,
2019-12-10 17:17:08,0.00071595,
2019-12-10 17:18:08,0.0006912346,
2019-12-10 17:19:08,0.0011545334,
2019-12-10 17:20:08,0.0017101994,
2019-12-10 17:21:08,0.0022325325,
2019-12-10 17:22:08,0.0027130356,
2019-12-10 17:23:08,0.0028989983,
2019-12-10 17:24:08,0.0027661667,
2019-12-10 17:25:08,0.0023433113,
2019-12-10 17:26:08,0.002182724,
2019-12-10 17:27:08,0.0022418327,
2019-12-10 17:28:08,0.0020804787,
2019-12-10 17:29:08,0.0019890404,
2019-12-10 17:30:08,0.0019001389,
2019-12-10 17:31:08,0.0018342056,
2019-12-10 17:32:08,0.001830019,
2019-12-10 17:33:08,0.0018732567,
2019-12-10 17:34:08,0.0019201221,
2019-12-10 17:35:08,0.0020291901,
2019-12-10 17:36:08,0.0020872841,
2019-12-10 17:37:08,0.0021502304,
2019-12-10 17:38:08,0.0021877861,
2019-12-10 17:39:08,0.0021587906,
2019-12-10 17:40:08,0.0021673393,
2019-12-10 17:41:08,0.0021479111,
2019-12-10 17:42:08,0.0020905781,
2019-12-10 17:43:08,0.0019973831,
2019-12-10 17:44:08,0.0019235382,
2019-12-10 17:45:08,0.0018540192,
2019-12-10 17:46:08,0.0017470036,
2019-12-10 17:47:08,0.0016716614,
2019-12-10 17:48:08,0.0013652325,
2019-12-10 17:49:08,0.001217495,
2019-12-10 17:50:08,0.0014345551,
2019-12-10 17:51:08,0.0018056297,
2019-12-10 17:52:08,0.0023864174,
2019-12-10 17:53:08,0.0027417793,
2019-12-10 17:54:08,0.0028459282,
2019-12-10 17:55:08,0.0026531448,
2019-12-10 17:56:08,0.0023465233,
2019-12-10 17:57:08,0.0021105938,
2019-12-10 17:58:08,0.0021231251,
2019-12-10 17:59:08,0.0021240788,
2019-12-10 18:00:08,0.0019701977,
2019-12-10 18:01:08,0.0018872452,
2019-12-10 18:02:08,0.001857378,
2019-12-10 18:03:08,0.0018409786,
2019-12-10 18:04:08,0.0019012127,
2019-12-10 18:05:08,0.0019604073,
2019-12-10 18:06:08,0.0021090546,
2019-12-10 18:07:08,0.0021508255,
2019-12-10 18:08:08,0.0021019211,
2019-12-10 18:09:08,0.0019369621,
2019-12-10 18:10:08,0.0017361393,
2019-12-10 18:11:08,0.0015221233,
2019-12-10 18:12:08,0.0012793732,
2019-12-10 18:13:08,0.0011209049,
2019-12-10 18:14:08,0.0009022121,
2019-12-10 18:15:08,0.0007466698,
2019-12-10 18:16:08,0.0006303368,
2019-12-10 18:17:08,0.0005355377,
2019-12-10 18:18:08,0.0006585941,
2019-12-10 18:19:08,0.0010780487,
2019-12-10 18:20:08,0.0017697773,
2019-12-10 18:21:08,0.0022701912,
2019-12-10 18:22:08,0.0026376629,
2019-12-10 18:23:08,0.00291292,
2019-12-10 18:24:08,0.0029610596,
2019-12-10 18:25:08,0.0029480228,
2019-12-10 18:26:08,0.0027607784,
2019-12-10 18:27:08,0.0025538273,
2019-12-10 18:28:08,0.0023142185,
2019-12-10 18:29:08,0.0019106007,
2019-12-10 18:30:08,0.0016678009,
2019-12-10 18:31:08,0.0016208153,
2019-12-10 18:32:08,0.0017555733,
2019-12-10 18:33:08,0.0018762283,
2019-12-10 18:34:08,0.0020715675,
2019-12-10 18:35:08,0.0022583981,
2019-12-10 18:36:08,0.0023810577,
2019-12-10 18:37:08,0.0023167992,
2019-12-10 18:38:08,0.0021892548,
2019-12-10 18:39:08,0.0019941635,
2019-12-10 18:40:08,0.0017883682,
2019-12-10 18:41:08,0.0015427608,
2019-12-10 18:42:08,0.0013386593,
2019-12-10 18:43:08,0.0011383743,
2019-12-10 18:44:08,0.0007860413,
2019-12-10 18:45:08,0.0005830345,
2019-12-10 18:46:08,0.0004376564,
2019-12-10 18:47:08,0.0003040924,
2019-12-10 18:48:08,0.0004358215,
2019-12-10 18:49:08,0.0008604679,
2019-12-10 18:50:08,0.001659296,
2019-12-10 18:51:08,0.0022105713,
2019-12-10 18:52:08,0.0025721188,
2019-12-10 18:53:08,0.0027236252,
2019-12-10 18:54:08,0.0025814323,
2019-12-10 18:55:08,0.0022341251,
2019-12-10 18:56:08,0.0020471382,
2019-12-10 18:57:08,0.0021081467,
2019-12-10 18:58:08,0.002150425,
2019-12-10 18:59:08,0.0020173645,
2019-12-10 19:00:08,0.0019225807,
2019-12-10 19:01:08,0.0018966923,
2019-12-10 19:02:08,0.0018718014,
2019-12-10 19:03:08,0.0019444695,
2019-12-10 19:04:08,0.0018918438,
2019-12-10 19:05:08,0.0018989944,
2019-12-10 19:06:08,0.0019610176,
2019-12-10 19:07:08,0.0020141506,
2019-12-10 19:08:08,0.0020991917,
2019-12-10 19:09:08,0.0020393219,
2019-12-10 19:10:08,0.001875164,
2019-12-10 19:11:08,0.0016096573,
2019-12-10 19:12:08,0.0014146957,
2019-12-10 19:13:08,0.0012085304,
2019-12-10 19:14:08,0.0009763012,
2019-12-10 19:15:08,0.0008330708,
2019-12-10 19:16:08,0.0007001095,
2019-12-10 19:17:08,0.0005826492,
2019-12-10 19:18:08,0.0006521225,
2019-12-10 19:19:08,0.0010692444,
2019-12-10 19:20:08,0.0016377792,
2019-12-10 19:21:08,0.002254858,
2019-12-10 19:22:08,0.0025425434,
2019-12-10 19:23:08,0.0026412392,
2019-12-10 19:24:08,0.0026658554,
2019-12-10 19:25:08,0.0024276295,
2019-12-10 19:26:08,0.0022101593,
2019-12-10 19:27:08,0.0020298214,
2019-12-10 19:28:08,0.0019949646,
2019-12-10 19:29:08,0.0018989105,
2019-12-10 19:30:08,0.0018257141,
2019-12-10 19:31:08,0.0018379002,
2019-12-10 19:32:08,0.0018444023,
2019-12-10 19:33:08,0.0019789333,
2019-12-10 19:34:08,0.0020571117,
2019-12-10 19:35:08,0.0021028862,
2019-12-10 19:36:08,0.0021370697,
2019-12-10 19:37:08,0.002161665,
2019-12-10 19:38:08,0.0020576935,
2019-12-10 19:39:08,0.0018730507,
2019-12-10 19:40:08,0.0016787701,
2019-12-10 19:41:08,0.0014923115,
2019-12-10 19:42:08,0.001342514,
2019-12-10 19:43:08,0.0011833344,
2019-12-10 19:44:08,0.0010686817,
2019-12-10 19:45:08,0.0009543362,
2019-12-10 19:46:08,0.0007845955,
2019-12-10 19:47:08,0.0006505108,
2019-12-10 19:48:08,0.0007306709,
2019-12-10 19:49:08,0.001107975,
2019-12-10 19:50:08,0.0015450726,
2019-12-10 19:51:08,0.0022035446,
2019-12-10 19:52:08,0.0025689888,
2019-12-10 19:53:08,0.002830061,
2019-12-10 19:54:08,0.0027566261,
2019-12-10 19:55:08,0.0025386028,
2019-12-10 19:56:08,0.0023316383,
2019-12-10 19:57:08,0.0020419579,
2019-12-10 19:58:08,0.0020033875,
2019-12-10 19:59:08,0.0018826447,
2019-12-10 20:00:08,0.0018023834,
2019-12-10 20:01:08,0.0017787571,
2019-12-10 20:02:08,0.0018512306,
2019-12-10 20:03:08,0.0019783573,
2019-12-10 20:04:08,0.0020915184,
2019-12-10 20:05:08,0.002061245,
2019-12-10 20:06:08,0.0020234928,
2019-12-10 20:07:08,0.0020752316,
2019-12-10 20:08:08,0.0021158218,
2019-12-10 20:09:08,0.0020303612,
2019-12-10 20:10:08,0.001805769,
2019-12-10 20:11:08,0.0015478954,
2019-12-10 20:12:08,0.0011862297,
2019-12-10 20:13:08,0.0009260368,
2019-12-10 20:14:08,0.0006490479,
2019-12-10 20:15:08,0.0005018692,
2019-12-10 20:16:08,0.0003928032,
2019-12-10 20:17:08,0.0002816086,
2019-12-10 20:18:08,0.0004727268,
2019-12-10 20:19:08,0.0009415913,
2019-12-10 20:20:08,0.0016545696,
2019-12-10 20:21:08,0.0021264381,
2019-12-10 20:22:08,0.0025006981,
2019-12-10 20:23:08,0.0027711258,
2019-12-10 20:24:08,0.0028426342,
2019-12-10 20:25:08,0.0028269348,
2019-12-10 20:26:08,0.002581131,
2019-12-10 20:27:08,0.0023302021,
2019-12-10 20:28:08,0.0021066189,
2019-12-10 20:29:08,0.0017318802,
2019-12-10 20:30:08,0.0016091003,
2019-12-10 20:31:08,0.001654768,
2019-12-10 20:32:08,0.0017939739,
2019-12-10 20:33:08,0.0019817257,
2019-12-10 20:34:08,0.0021439362,
2019-12-10 20:35:08,0.0022406597,
2019-12-10 20:36:08,0.0023472996,
2019-12-10 20:37:08,0.0023538551,
2019-12-10 20:38:08,0.0021249428,
2019-12-10 20:39:08,0.001837471,
2019-12-10 20:40:08,0.0015600281,
2019-12-10 20:41:08,0.0012222977,
2019-12-10 20:42:08,0.0010147285,
2019-12-10 20:43:08,0.0008344917,
2019-12-10 20:44:08,0.0006441326,
2019-12-10 20:45:08,0.0005220165,
2019-12-10 20:46:08,0.0004015923,
2019-12-10 20:47:08,0.0002827759,
2019-12-10 20:48:08,0.0004300289,
2019-12-10 20:49:08,0.00093573,
2019-12-10 20:50:08,0.0016725712,
2019-12-10 20:51:08,0.0021425724,
2019-12-10 20:52:08,0.0025177441,
2019-12-10 20:53:08,0.0026113625,
2019-12-10 20:54:08,0.0025368042,
2019-12-10 20:55:08,0.00239674,
2019-12-10 20:56:08,0.0020577126,
2019-12-10 20:57:08,0.0018929996,
2019-12-10 20:58:08,0.0017769089,
2019-12-10 20:59:08,0.0017508545,
2019-12-10 21:00:08,0.0017790432,
2019-12-10 21:01:08,0.0018732948,
2019-12-10 21:02:08,0.001972126,
2019-12-10 21:03:08,0.0020754318,
2019-12-10 21:04:08,0.0021442413,
2019-12-10 21:05:08,0.0021735992,
2019-12-10 21:06:08,0.0020941887,
2019-12-10 21:07:08,0.002058857,
2019-12-10 21:08:08,0.0020944309,
2019-12-10 21:09:08,0.0020132999,
2019-12-10 21:10:08,0.0017607517,
2019-12-10 21:11:08,0.0014448605,
2019-12-10 21:12:08,0.0012557259,
2019-12-10 21:13:08,0.0011231461,
2019-12-10 21:14:08,0.0009583588,
2019-12-10 21:15:08,0.0008067093,
2019-12-10 21:16:08,0.0006864643,
2019-12-10 21:17:08,0.000540556,
2019-12-10 21:18:08,0.0005909081,
2019-12-10 21:19:08,0.0009351311,
2019-12-10 21:20:08,0.0017007446,
2019-12-10 21:21:08,0.0021845684,
2019-12-10 21:22:08,0.0025223198,
2019-12-10 21:23:08,0.0027262249,
2019-12-10 21:24:08,0.0026220398,
2019-12-10 21:25:08,0.0024013062,
2019-12-10 21:26:08,0.0021417656,
2019-12-10 21:27:08,0.0019268894,
2019-12-10 21:28:08,0.0018482132,
2019-12-10 21:29:08,0.001791338,
2019-12-10 21:30:08,0.0017991486,
2019-12-10 21:31:08,0.0019121284,
2019-12-10 21:32:08,0.0019375076,
2019-12-10 21:33:08,0.0019701462,
2019-12-10 21:34:08,0.002065485,
2019-12-10 21:35:08,0.0021332283,
2019-12-10 21:36:08,0.0021986637,
2019-12-10 21:37:08,0.0022143917,
2019-12-10 21:38:08,0.0021869602,
2019-12-10 21:39:08,0.001958765,
2019-12-10 21:40:08,0.0018265934,
2019-12-10 21:41:08,0.0016135273,
2019-12-10 21:42:08,0.0013690567,
2019-12-10 21:43:08,0.0011712551,
2019-12-10 21:44:08,0.000927248,
2019-12-10 21:45:08,0.0007829227,
2019-12-10 21:46:08,0.0006799736,
2019-12-10 21:47:08,0.0005736275,
2019-12-10 21:48:08,0.0004870872,
2019-12-10 21:49:08,0.0004041996,
2019-12-10 21:50:08,0.0003180962,
2019-12-10 21:51:08,0.0004985256,
2019-12-10 21:52:08,0.0009364777,
2019-12-10 21:53:08,0.0016039085,
2019-12-10 21:54:08,0.0021140652,
2019-12-10 21:55:08,0.0024738865,
2019-12-10 21:56:08,0.0027376022,
2019-12-10 21:57:08,0.0026659718,
2019-12-10 21:58:08,0.0024268837,
2019-12-10 21:59:08,0.0020739594,
2019-12-10 22:00:08,0.0019222431,
2019-12-10 22:01:08,0.0018468971,
2019-12-10 22:02:08,0.0017954464,
2019-12-10 22:03:08,0.0017777996,
2019-12-10 22:04:08,0.0018381939,
2019-12-10 22:05:08,0.0019562206,
2019-12-10 22:06:08,0.0020558243,
2019-12-10 22:07:08,0.0021021709,
2019-12-10 22:08:08,0.0021301727,
2019-12-10 22:09:08,0.0021413956,
2019-12-10 22:10:08,0.0021432228,
2019-12-10 22:11:08,0.0021094952,
2019-12-10 22:12:08,0.0019753151,
2019-12-10 22:13:08,0.0018747044,
