datetime,pilEAUte-Primary settling tank influent-FIT_100-Flowrate (Liquid),pilEAUte-Pilote influent-FIT_110-Flowrate (Liquid),pilEAUte-Copilote influent-FIT_120-Flowrate (Liquid),pilEAUte-Pilot sludge recycle-FIT_260-Flowrate (Liquid),pilEAUte-Copilot sludge recycle-FIT_360-Flowrate (Liquid),pilEAUte-Pilote reactor 4-FIT_420-Flowrate (Gas),pilEAUte-Copilote reactor 4-FIT_450-Flowrate (Gas)
2019-10-23 17:58:45,0.00030500001377529567,0.0001391666465335422,0.00013906253708733453,,,0.00013333333333333334,0.004383333333333334
2019-10-23 17:59:45,0.00030557288063897027,0.000138854185740153,0.00013906253708733453,,,0.00013333333333333334,0.004716666666666667
2019-10-23 18:00:45,0.00030619793468051487,0.00013895829518636069,0.00013911459181043838,,,0.00013333333333333334,0.004483333333333333
2019-10-23 18:01:45,0.00030598958333333335,0.00013890624046325684,0.0001386978891160753,,,0.001083331298828125,0.004566666666666667
2019-10-23 18:02:45,0.00030489577187432185,0.00013895829518636069,0.000138854185740153,,,0.00105,0.0045
2019-10-23 18:03:45,0.00030619793468051487,0.00013901048236423068,0.00013911459181043838,,,0.0014,0.0044666666666666665
2019-10-23 18:04:45,0.00030526041984558106,0.00013880213101704914,0.000138854185740153,,,0.0013333333333333333,0.004683333333333334
2019-10-23 18:05:45,0.0003065625826517741,0.00013880213101704914,0.00013895829518636069,,,0.0006166646321614583,0.004516666666666667
2019-10-23 18:06:45,0.0003054687711927626,0.00013880213101704914,0.00013906253708733453,,,0.00013333333333333334,0.00385
2019-10-23 18:07:45,0.0003059375286102295,0.00013880213101704914,0.00013880213101704914,,,0.00013333333333333334,0.004033333333333333
2019-10-23 18:08:45,0.00030494795905219185,0.00013906253708733453,0.00013859377966986763,,,0.00013333333333333334,0.004083333333333333
2019-10-23 18:09:45,0.00030510412322150337,0.00013906253708733453,0.0001391666465335422,,,0.00013333333333333334,0.004216666666666666
2019-10-23 18:10:45,0.00030588547388712566,0.000138854185740153,0.000138854185740153,,,0.00013333333333333334,0.0037833333333333334
2019-10-23 18:11:45,0.0003057812319861518,0.0001386978891160753,0.000138854185740153,,,0.00013333333333333334,0.0037833333333333334
2019-10-23 18:12:45,0.00030567712253994414,0.00013901048236423068,0.000138854185740153,,,0.00013333333333333334,0.003683333333333333
2019-10-23 18:13:45,0.00030562506781684027,0.00013911459181043838,0.00013880213101704914,,,0.00013333333333333334,0.00405
2019-10-23 18:14:45,0.00030562506781684027,0.00013890624046325684,0.00013895829518636069,,,0.00013333333333333334,0.004383333333333334
2019-10-23 18:15:45,0.00030572917726304796,0.00013895829518636069,0.0001386978891160753,,,0.01495,0.004116666666666667
2019-10-23 18:16:45,0.0003057812319861518,0.00013921870125664605,0.00013906253708733453,,,0.01495,0.004533333333333334
2019-10-23 18:17:45,0.00030557288063897027,0.00013895829518636069,0.00013911459181043838,,,0.012983333333333333,0.0047
2019-10-23 18:18:45,0.00030557288063897027,0.00013890624046325684,0.000138854185740153,,,0.0112,0.0046166666666666665
2019-10-23 18:19:45,0.00030583328670925566,0.00013875007629394532,0.00013880213101704914,,,0.0071333333333333335,0.00435
